Внешний код;Название;Артикул;Доступное количество;Цена;Производитель;;;
3200;Бокал Chateau для пива;61618;0;1350;Leonardo;;;
3199;Бокал Chateau для бренди;61619;0;1400;Leonardo;;;
330583;Бокал Cheers для шампанского 0.23 л;61631;98;1264;Leonardo;;;
330584;Бокал Cheers для белого вина 0.38 л;61632;24;1168;Leonardo;;;
330570;Бокал Cheers для красного вина 520 мл;61633;71;1308;Leonardo;;;
330559;Бокал Cheers 0.6 л;61634;0;1396;Leonardo;;;
330585;Бокал Cheers для бургундского вина 0.74 л;61635;29;1416;Leonardo;;;
330586;Бокал Cheers для пива 0.45 л;61637;29;1144;Leonardo;;;
330560;Бокал Cheers для коньяка 0.64 л;61641;74;1376;Leonardo;;;
12000;Весы напольные Body Control Signal F3;63168;0;5112;Soehnle;;;
12001;Весы напольные Solar Sense;63308;4;6300;Soehnle;;;
163;Весы напольные Soehnle Comfort Senso;63310;0;5728;Soehnle;;;
3203;Бокал Daily для шампанского, 0.21 л;63314;0;510;Leonardo;;;
3201;Бокал Daily для белого вина, 0.32 л;63315;0;495;Leonardo;;;
3202;Бокал Daily для красного вина, 0.37 л;63316;0;515;Leonardo;;;
32009;Бокал Daily;63317;0;520;Leonardo;;;
3389;Стакан Daily низкий, 0.3 л;63324;0;445;Leonardo;;;
3388;Стакан Daily высокий, 0.31 л;63325;0;445;Leonardo;;;
12002;Весы напольные Sensation White;63327;0;4284;Soehnle;;;
12003;Весы напольные Sensation Purple;63328;0;2036;Soehnle;;;
12004;Весы напольные Sensation Silver;63329;0;1832;Soehnle;;;
12005;Весы напольные Elegance Steel;63332;0;6240;Soehnle;;;
12006;Весы напольные Body Balance Active Shape;63333;0;6772;Soehnle;;;
12039;Весы напольные Web Connect Aanalysis;63340;0;21640;Soehnle;;;
3721;Весы напольные электронные Solar Star, 150кг/100гр;63341;0;5110;Soehnle;;;
12040;Весы напольные Solar Fit;63342;0;2868;Soehnle;;;
12041;Весы напольные Sheepworld Too Heavy;63343;0;3172;Soehnle;;;
330576;Тарелка Corner 20 см;63437;0;1828;Leonardo;;;
330577;Чаша Corner 12 см;63440;0;1308;Leonardo;;;
12007;Весы напольные Linea Niro Anthrazit;63536;0;4716;Soehnle;;;
12008;Весы напольные Slim Design Silver;63538;0;3972;Soehnle;;;
12009;Весы напольные Slim Design Edition White;63558;0;3984;Soehnle;;;
12010;Весы напольные Slim Design Black;63559;0;3984;Soehnle;;;
32010;Тарелка Giro 17.5 см;63680;0;880;Leonardo;;;
330567;Масленка с крышкой Loop;63690;4;2752;Leonardo;;;
12011;Весы напольные Pharo 200;63746;0;4832;Soehnle;;;
12012;Весы напольные Pino White;63747;0;3320;Soehnle;;;
12013;Весы напольные Body Control Contour F3;63750;0;4068;Soehnle;;;
12014;Весы напольные Body Balance Comfort Select;63760;4;16540;Soehnle;;;
12015;Весы напольные Slim Design Riva;63761;0;1584;Soehnle;;;
12016;Весы напольные Easy Control;63806;0;6248;Soehnle;;;
12017;Весы напольные Body Balance Easy Shape;63815;0;1920;Soehnle;;;
3220;Весы электронные Pino Ruby Red напольные бордовый, 180 кг/100 гр;63840;0;2505;Soehnle;;;
3221;Весы электронные Pino Sky Blue напольные синий, 180 кг/100 гр;63841;0;2505;Soehnle;;;
3222;Весы электронные Psd Jolly Digital Red напольные бордовый, 180 кг/100 гр;63842;0;1915;Soehnle;;;
3219;Весы электронные Jolly Digital Blue напольные синий, 180 кг/100 гр;63843;0;1915;Soehnle;;;
3722;Весы напольные электронные Bamboo Natural, 180кг/100гр;63844;0;5185;Soehnle;;;
3723;Весы напольные электронные Style Sense Compact 100 черный, 180кг/100гр;63850;4;2380;Soehnle;;;
3724;Весы напольные электронные Style Sense Compact 200 белый, 180кг/100гр;63851;6;2460;Soehnle;;;
3725;Весы напольные электронные Style Sense Compact 300 серебристый, 180кг/100гр;63852;1;2580;Soehnle;;;
3726;Весы напольные электронные Style Sense Comfort 100 белый, 180кг/100гр;63853;4;3045;Soehnle;;;
3727;Весы напольные электронные Style Sense Safe 100 белый, 180кг/100гр;63856;4;3440;Soehnle;;;
3728;Весы напольные электронные Style Sense Comfort 200 серебристый, 180кг/100гр;63859;0;3190;Soehnle;;;
3729;Весы напольные электронные Style Sense Comfort 500 чёрный, 180кг/100гр;63862;3;4580;Soehnle;;;
3730;Весы напольные электронные Style Sense Multi 200 белый, 180кг/100гр;63863;6;5125;Soehnle;;;
3731;Весы напольные электронные Style Sense Comfort 600 серебристый, 200кг/100гр;63864;0;4545;Soehnle;;;
3732;Весы напольные электронные Style Sense Multi 300 белый, 200кг/100гр;63865;7;4545;Soehnle;;;
3733;Весы напольные электронные Style Sense Safe 200 серебристый, 180кг/100гр;63866;4;5130;Soehnle;;;
3734;Весы напольные электронные Shape Sense Profi 100 белый, 180кг/100гр;63868;6;4665;Soehnle;;;
390;Весы напольные электронные Shape Sense Profi 200, 180кг/100гр;63870;0;5897;Soehnle;;;
3735;Весы напольные электронные Style Sense Connect 100 серебристый, 180кг/100гр;63871;0;6825;Soehnle;;;
12018;Весы кухонные Cusina;65081;0;1368;Soehnle;;;
12019;Весы кухонные Style;65105;0;3500;Soehnle;;;
12020;Весы кухонные Fiesta;65106;86;2212;Soehnle;;;
391;Весы кухонные электронные Compact, 5 кг/1 гр;65122;0;2775;Soehnle;;;
12021;Весы кухонные Siena;65840;0;2600;Soehnle;;;
392;Весы кухонные электронные Roma, 5 кг/1 гр;65856;8;3462;Soehnle;;;
3736;Весы электронные кухонные Roma Plus с чашей, 5кг/1гр;65857;2;4175;Soehnle;;;
3223;Весы электронные кухонные Purista Blue голубой, 5 кг/1 гр;65861;0;2175;Soehnle;;;
12022;Весы кухонные Slim Design Page;66100;0;3812;Soehnle;;;
12023;Весы кухонные Food Control Easy;66130;0;1344;Soehnle;;;
12024;Весы кухонные Flip White;66160;0;3464;Soehnle;;;
12025;Весы кухонные Flip Silver;66161;0;1572;Soehnle;;;
12026;Весы кухонные Flip Silver Attraction;66171;0;4344;Soehnle;;;
12044;Дорожные весы Travel;66172;7;2704;Soehnle;;;
12027;Весы кухонные Page Evolution White;66177;0;3952;Soehnle;;;
12028;Весы кухонные Page Evolution Black;66178;0;3952;Soehnle;;;
12029;Весы кухонные Page Evolution Silver;66179;0;1820;Soehnle;;;
3224;Весы кухонные электронные Easy Solar White, 5 кг/1 гр;66183;0;2020;Soehnle;;;
12030;Весы кухонные City Yellow;66190;0;1232;Soehnle;;;
12031;Весы кухонные City Blue;66191;0;1232;Soehnle;;;
12032;Весы кухонные City Green;66192;0;1232;Soehnle;;;
12033;Весы кухонные City Pink;66193;0;1232;Soehnle;;;
12042;Весы кухонные Sheepworld Kitchen Chaos;66194;0;2920;Soehnle;;;
12043;Весы кухонные Sheepworld Ohne Dich;66196;0;2920;Soehnle;;;
12036;Весы кухонные City Limited Edition Red;66207;0;1396;Soehnle;;;
71010;Весы кухонные City Limited Edition Fucsia;66208;0;1396;Soehnle;;;
12038;Весы кухонные City Limited Edition Yellow;66209;0;1396;Soehnle;;;
3737;Весы электронные кухонные Baking Star, 3кг/1гр/1мл;66221;2;3900;Soehnle;;;
3738;Весы электронные кухонные Page Meteo Center, 5кг/1гр;66223;3;7275;Soehnle;;;
3739;Весы электронные кухонные Genio Green, 5кг/1гр;66228;6;3760;Soehnle;;;
3655;Бокал для шампанского Nono, 220 мл;66293;0;825;Leonardo;;;
3656;Бокал для белого вина Nono, 460 мл;66295;26;840;Leonardo;;;
3657;Бокал для белого дижестива Nono, 130 мл;66297;35;795;Leonardo;;;
394;Весы кухонные электронные Page Profi Fruit Hearts, 15 кг/1 гр;66311;0;4452;Soehnle;;;
12034;Весы кухонные Optica;67079;0;1856;Soehnle;;;
12035;Весы кухонные Page Profi;67080;44;4128;Soehnle;;;
1288;Сиденье для глажения Niveau;71325;0;8300;Leifheit;;;
165;Покрытие для гладильной доски Beach and Bubbles, 120 x 38 см;71595;0;890;Leifheit;;;
166;Покрытие для гладильной доски Beach and Bubbles, 130 x 45 см;71596;49;990;Leifheit;;;
167;Покрытие Cotton Comfort S/M, 125 x 40 см;71601;75;1650;Leifheit;;;
168;Покрытие Cotton Comfort Universal, 140 x 45 см;71602;61;1650;Leifheit;;;
169;Покрытие Heat Reflect S/M, 125 x 40 см;71603;572;1200;Leifheit;;;
170;Покрытие Heat Reflect Universal, 140 x 45 см;71604;908;1200;Leifheit;;;
171;Покрытие Thermo Reflect Glide S/M, 125 x 40 см;71609;61;1700;Leifheit;;;
172;Покрытие Thermo Reflect Glide Universal, 140 x 45 см;71610;43;1700;Leifheit;;;
3364;Покрытие для гладильной доски Perfect Steam Air Board Express L перфорированное, 130 x 45 см;71614;15;1785;Leifheit;;;
3187;Гладильная доска AirBoard Compact M Plus Limited Edition, малиновый;71630;0;5535;Leifheit;;;
3188;Гладильная доска AirBoard Compact M Plus Limited Edition, синий;71631;0;7400;Leifheit;;;
135;Гладильная доска AirBoard Compact M Plus Limited Edition, салатовый;71632;0;7400;Leifheit;;;
1289;Теплопроводящий материал Reflecta;71708;161;1890;Leifheit;;;
1290;Доска для глажения рукавов Stabil;71816;0;1330;Leifheit;;;
3741;Гладильная доска для рукавов, 57x10.5 см;71820;0;3000;Leifheit;;;
1295;Чехол для рукава гладильной доски Mini;71821;1;497;Leifheit;;;
1292;Покрытие для гладильной доски Cotton Classic S;72320;1;900;Leifheit;;;
1293;Покрытие для гладильной доски Cotton Classic M;72321;0;1100;Leifheit;;;
1294;Покрытие для гладильной доски Cotton Classic L;72322;0;700;Leifheit;;;
1296;Покрытие для гладильной доски Cotton Classic M;72326;0;1430;Leifheit;;;
1297;Покрытие для гладильной доски Cotton Classic L;72327;0;1755;Leifheit;;;
1298;Покрытие для гладильной доски Dressfix XL;72328;5;1300;Leifheit;;;
1299;Покрытие для гладильной доски Cotton Comfort M;72329;0;1775;Leifheit;;;
1300;Покрытие для гладильной доски Cotton Comfort L;72330;0;1400;Leifheit;;;
1301;Покрытие для гладильной доски Reflecta Speed S;72331;0;850;Leifheit;;;
1302;Покрытие для гладильной доски Reflecta Speed M;72332;0;1495;Leifheit;;;
1303;Покрытие для гладильной доски Reflecta Speed L;72333;0;1430;Leifheit;;;
1304;Покрытие для гладильной доски Reflecta Speed Universal;72334;0;1135;Leifheit;;;
1306;Покрытие для гладильной доски Airboard XL;72338;0;1495;Leifheit;;;
1307;Покрытие для гладильной доски Airsteam L;72348;0;1940;Leifheit;;;
1308;Покрытие для гладильной доски Airboard Premium Speed S;72370;0;1100;Leifheit;;;
1309;Покрытие для гладильной доски Airboard Premium Speed L;72371;0;2660;Leifheit;;;
1310;Покрытие для гладильной доски AirSteam Premium Steam L;72372;0;2210;Leifheit;;;
1311;Покрытие для гладильной доски Airboard Premium Speed M;72373;0;2210;Leifheit;;;
1312;Покрытие для гладильной доски Airboard Premium Speed Universal;72374;0;2210;Leifheit;;;
1313;Покрытие для гладильной доски Speed Reflect S/M;72381;0;1420;Leifheit;;;
1314;Покрытие для гладильной доски Reflecta Speed Universal;72382;0;1060;Leifheit;;;
1316;Сушилка для деликатных вещей Sensitive Air;72408;6;1188;Leifheit;;;
1317;Ткань для глаженья;72415;165;284;Leifheit;;;
1318;Клипсы для гладильной доски;72417;250;390;Leifheit;;;
1319;Перчатка для глаженья;72418;184;273;Leifheit;;;
1320;Гладильная доска Airboard Fusion M Plus;72430;0;18630;Leifheit;;;
1321;Гладильная доска Airboard Fusion M Plus;72432;0;18630;Leifheit;;;
686;Гладильная доска AirBoard Compact Plus M 60 Years Edition, малиновый;72445;0;7650;Leifheit;;;
687;Гладильная доска AirBoard Compact Plus M 60 Years Edition, синий;72446;13;7650;Leifheit;;;
688;Гладильная доска AirBoard Compact Plus M 60 Years Edition, зеленый;72447;15;7650;Leifheit;;;
713;Гладильная доска AirBoard Solid M Plus 60 Years Edition, малиновый;72451;14;13050;Leifheit;;;
714;Гладильная доска AirBoard Solid M Plus 60 Years Edition, синий;72452;0;13050;Leifheit;;;
715;Гладильная доска AirBoard Solid M Plus 60 Years Edition, зеленый;72453;4;13050;Leifheit;;;
1891;Покрытие для гладильной доски Cotton Classic Universal 60 years, 140x45 см;72454;0;1650;Leifheit;;;
1322;Гладильная доска AirBoard Solid M;72563;9;12000;Leifheit;;;
1323;Гладильная доска AirBoard Solid M Plus;72564;0;12590;Leifheit;;;
1324;Гладильная доска AirBoard Express M Solid;72565;21;11630;Leifheit;;;
